,chinese,english
25601,湯姆甚至沒有駕駛證。,Tom doesn't even have a driver's license.
25602,湯姆不知道瑪麗是高興呢，還是不高興。,Tom doesn't know if Mary is happy or not.
25603,湯姆不需要再戴眼鏡了。,Tom doesn't need to wear glasses anymore.
25604,湯姆發現了一種宣佈他新聞的新方法。,Tom found a new way to announce his news.
25605,湯姆不知道瑪麗是個連環殺手。,Tom had no idea Mary was a serial killer.
25606,湯姆對電腦有很多經驗。,Tom has a lot of experience in computers.
25607,湯姆在胸上有個頭骨文身。,Tom has a tattoo of a skull on his chest.
25608,湯姆承認他那晚是在那裡。,Tom has admitted he was there that night.
25609,湯姆已經住院一個月了。,Tom has been in the hospital for a month.
25610,湯姆已經因病臥床三週了。,Tom has been sick in bed for three weeks.
25611,湯姆已經失去學習法語的興趣。,Tom has lost interest in studying French.
25612,湯姆沒有錯過一場瑪麗的音樂會。,Tom hasn't missed any of Mary's concerts.
25613,湯姆還沒跟瑪麗談那事。,Tom hasn't talked to Mary about that yet.
25614,湯姆還沒跟瑪麗談那事。,Tom hasn't yet talked to Mary about that.
25615,湯姆像什麼也沒發生一樣行動。,Tom is acting as if nothing has happened.
25616,湯姆怕有人看到他。,Tom is afraid that somebody will see him.
25617,Tom明天將漆柵欄。,Tom is going to paint the fence tomorrow.
25618,湯姆還在等候室裡坐著。,Tom is still sitting in the waiting room.
25619,湯姆是一家小餐館的經理。,Tom is the manager of a small restaurant.
25620,湯姆讓我們知道他需要做。,Tom let us know that he needs to do that.
25621,湯姆拿起罐子讀標籤。,Tom picked up the jar and read the label.
25622,湯姆又給自己倒了一杯酒。,Tom poured himself another glass of wine.
25623,湯姆差不多忘了開會的事兒。,Tom pretty much forgot about the meeting.
25624,湯姆意識到他丟了錢包。,Tom realized that he had lost his wallet.
25625,湯姆拒絕幫瑪麗做作業。,Tom refused to help Mary do her homework.
25626,湯姆拒絕幫瑪麗做她的作業。,Tom refused to help Mary do her homework.
25627,湯姆從他的繪畫本上撕下了一頁。,Tom ripped a page out of his sketch book.
25628,湯姆說他不喜歡空調。,Tom said he didn't like air conditioning.
25629,湯姆說他不喜歡他的新工作。,Tom said that he didn't like his new job.
25630,湯姆說他的家裡有把槍。,Tom said that he keeps a gun in his home.
25631,湯姆說他很高興他能做。,Tom said that he's glad he could do that.
25632,湯姆坐在桌前，裝作在學習。,"Tom sat at his desk, pretending to study."
25633,湯姆三個月前開始和瑪麗約會。,Tom started dating Mary three months ago.
25634,湯姆在這賓館待了三週。,Tom stayed at this hotel for three weeks.
25635,湯姆掏出鑰匙開了門。,Tom took out his key and opened the door.
25636,湯姆明白生存的代價。,Tom understands what it takes to survive.
25637,湯姆想要知道更多關於瑪麗的過去。,Tom wants to know more about Mary's past.
25638,Tom被抓到無照駕駛。,Tom was caught driving without a license.
25639,湯姆是建議我買這個的人。,Tom was the one who suggested I buy this.
25640,湯姆是班裡唯一的男生。,Tom was the only boy in the entire class.
25641,湯姆不讓任何人進房間。,Tom wouldn't let anyone else in the room.
25642,湯姆在他的筆記本上寫了東西。,Tom wrote down something in his notebook.
25643,湯姆是個初學者，但他趕上得很快。,"Tom's a beginner, but he catches on fast."
25644,湯姆的女朋友威脅要離開他。,Tom's girlfriend threatened to leave him.
25645,真正的友誼建立在彼此信任的基礎上。,True friendship is based on mutual trust.
25646,水沸騰後變為蒸汽。,Water turns into steam when it is boiled.
25647,我們被鼓勵使用想像力。,We are encouraged to use our imagination.
25648,昨天晚上六點鐘我們來到了這裡。,We arrived here at six yesterday evening.
25649,因為下雨，我們不能出去。,We can't go outside because it's raining.
25650,我們黎明時起床以避開交通堵塞。,We got up at dawn to avoid a traffic jam.
25651,因為暴風雨的關係，所以我們必須待在家裡。,We had to stay home because of the storm.
25652,我們的顧客比我們可以計數的更多。,We have more customers than we can count.
25653,你的一個朋友在我們這裡。,We have one of your friends here with us.
25654,我們有你的尺寸，但是沒有那個顏色。,"We have your size, but not in that color."
25655,我們每天至少該睡八小時。,We must sleep at least eight hours a day.
25656,我們要盡快找到湯姆。,We need to find Tom as quickly as we can.
25657,我們一直聊天直到天明。,We talked and talked until the day broke.
25658,我們看了電視上的棒球比賽。,We watched a baseball game on television.
25659,我們很遺憾無法幫助他們。,We were very sorry we couldn't help them.
25660,我們期望今年豐收。,We're expecting a good harvest this year.
25661,您空閒時間喜歡做什麼？,What do you like doing in your free time?
25662,你空閒時間喜歡做什麼？,What do you like doing in your free time?
25663,您空閒時間喜歡做什麼？,What do you like to do in your free time?
25664,你空閒時間喜歡做什麼？,What do you like to do in your free time?
25665,你在閒暇的時候一般做什麼？,What do you usually do in your free time?
25666,你一般和朋友一起做什麼？,What do you usually do with your friends?
25667,那位先生靠什麼生活？,What does that gentleman do for a living?
25668,從太空中看，地球是什麼模樣呢?,What does the earth look like from space?
25669,湯姆身上發生的事也可能發生到你身上。,What happened to Tom could happen to you.
25670,我們面前的這幢高樓是什麼？,What is that big building in front of us?
25671,選手們的平均身高是多少？,What's the average height of the players?
25672,明天的天氣預報怎麼說？,What's the weather forecast for tomorrow?
25673,我開門的時候弄壞了鎖。,"When I opened the door, I broke the lock."
25674,貓兒不在，老鼠玩的輕鬆自在。,"When the cat is away, the mice will play."
25675,上司不在，部下就輕鬆自在。,"When the cat is away, the mice will play."
25676,山上無老虎，猴子稱大王。,"When the cat is away, the mice will play."
25677,電話響起時，他跑去接起。,"When the phone rang, he ran to answer it."
25678,當你餓的時候，任何東西都好吃。,"When you're hungry, anything tastes good."
25679,春天和秋天，你更喜歡哪個？,"Which do you like better, spring or fall?"
25680,你一般和誰去看電影？,Who do you usually go to the movies with?
25681,在那邊游泳的男孩是誰?,Who's the boy that's swimming over there?
25682,怎麼你昨晚沒有給我打電話？,Why didn't you call me yesterday evening?
25683,你有時間跟我吃午飯嗎？,Will you have time to have lunch with me?
25684,再來一杯咖啡怎麼樣？,Would you care for another cup of coffee?
25685,再來一杯啤酒怎麼樣？,Would you care for another glass of beer?
25686,你要在咖啡上加些奶油嗎？,Would you like some cream in your coffee?
25687,請你為我解釋規則好嗎?,Would you please explain the rules to me?
25688,你可以照顧一下孩子們嗎?,Would you please look after the children?
25689,你不能在沼澤地上建造建築物。,You can't build buildings on swampy land.
25690,既要馬好，又要馬不吃草。,"You can't have your cake and eat it, too."
25691,"在你兩歲時, 你可以數到十。",You could count to ten when you were two.
25692,你沒告訴我瑪麗這麼漂亮。,You didn't tell me Mary was so beautiful.
25693,"你週日不上學, 對嗎?","You don't go to school on Sunday, do you?"
25694,您現在不必購買任何東西。,You don't have to buy anything right now.
25695,你沒必要週日去上學。,You don't have to go to school on Sunday.
25696,你看起來累了。你該歇息一會兒了。,You look tired. You should rest a little.
25697,在這麼長程的旅途後你一定很累了。,You must be tired after such a long trip.
25698,如果您想抽菸的話，您必須出去。,You must go outside if you want to smoke.
25699,你從沒告訴過我你會說法語。,You never told me you could speak French.
25700,你應該幫他工作的。,You should have helped him with his work.
25701,你應該照顧你生病的母親。,You should take care of your sick mother.
25702,你進入了危險區。,You're stepping into dangerous territory.
